,EMPRESAS,CATALOGO_EMPRESAS,TIPO_DOCUMENTO
8421,,UNIDAD EDUCATIVA DE LA PROVIDENCIA,
8422,,UNIDAD EDUCATIVA DE LAS FUERZAS ARMADAS COLEGIO MILITAR ELOY ALFARO,
8423,,UNIDAD EDUCATIVA DE LAS FUERZAS ARMADAS LICEO DE QUITO,
8424,,UNIDAD EDUCATIVA DE TLAXCALA,
8425,,UNIDAD EDUCATIVA DEL MILENIO 10 DE NOVIEMBRE,
8426,,UNIDAD EDUCATIVA DEL MILENIO 11 DE NOVIEMBRE,
8427,,UNIDAD EDUCATIVA DEL MILENIO 5 DE JUNIO,
8428,,UNIDAD EDUCATIVA DEL MILENIO ARUTAM,
8429,,UNIDAD EDUCATIVA DEL MILENIO BERNARDO VALDIVIESO,
8430,,UNIDAD EDUCATIVA DEL MILENIO CANCHAGUA,
8431,,UNIDAD EDUCATIVA DEL MILENIO CARLOS ROMO DAVILA,
8432,,UNIDAD EDUCATIVA DEL MILENIO CELICA,
8433,,UNIDAD EDUCATIVA DEL MILENIO CIUDAD DE PEDERNALES,
8434,,UNIDAD EDUCATIVA DEL MILENIO COCHASQUI,
8435,,UNIDAD EDUCATIVA DEL MILENIO EL REVENTADOR,
8436,,UNIDAD EDUCATIVA DEL MILENIO EL TAMBO,
8437,,UNIDAD EDUCATIVA DEL MILENIO JORGE RODRIGUEZ ROMAN,
8438,,UNIDAD EDUCATIVA DEL MILENIO MANUEL J CALLE.,
8439,,UNIDAD EDUCATIVA DEL MILENIO MANUELA GARAICOA DECALDERON,
8440,,UNIDAD EDUCATIVA DEL MILENIO NUEVA GENERACION,
8441,,UNIDAD EDUCATIVA DEL MILENIO PEDRO VICENTE MALDONADO,
8442,,UNIDAD EDUCATIVA DEL MILENIO TARQUI,
8443,,UNIDAD EDUCATIVA DEL MILENIO YASUNI,
8444,,UNIDAD EDUCATIVA DEL MILENIUM AMAZONAS,
8445,,UNIDAD EDUCATIVA DEL SIGLO XXI VIVIAN LUZURIAGA VASQUEZ,
8446,,UNIDAD EDUCATIVA DELTA,
8447,,UNIDAD EDUCATIVA DIOCESANA BILINGUE,
8448,,UNIDAD EDUCATIVA DISTRITO METROPOLITANO,
8449,,UNIDAD EDUCATIVA DOCE DE FEBRERO,
8450,,UNIDAD EDUCATIVA DOCTOR MISAEL ACOSTA SOLIS,
8451,,UNIDAD EDUCATIVA DOS DE MAYO,
8452,,UNIDAD EDUCATIVA DOS HEMISFERIOS,
8453,,UNIDAD EDUCATIVA DR. ALFREDO PEREZ GUERRERO,
8454,,UNIDAD EDUCATIVA DR. BALTAZAR AGUIRRE,
8455,,UNIDAD EDUCATIVA DR. CAMILO GALLEGOS DOMINGUEZ,
8456,,UNIDAD EDUCATIVA DR. GABRIEL GARCIA MORENO,
8457,,UNIDAD EDUCATIVA DR. GONZALO ABAD GRIJALVA,
8458,,UNIDAD EDUCATIVA DR. JOSE JARAMILLO MONTOYA,
8459,,UNIDAD EDUCATIVA DR. JOSE MARIA VELASCO IBARRA,
8460,,UNIDAD EDUCATIVA DR. JULIO CRESPO,
8461,,UNIDAD EDUCATIVA DR. LUIS PRADO VITERI,
8462,,UNIDAD EDUCATIVA DR. MANUEL A. GONZALEZ,
8463,,UNIDAD EDUCATIVA ECOLIGICA TRILINGUE GONZALO RUALES BENALCAZAR,
8464,,UNIDAD EDUCATIVA ECUADOR,
8465,,UNIDAD EDUCATIVA EDUARDO HANNER,
8466,,UNIDAD EDUCATIVA EGB LEONIDAS GRUESO GEORGE,
8467,,UNIDAD EDUCATIVA EL ANGEL,
8468,,UNIDAD EDUCATIVA EL CHACO,
8469,,UNIDAD EDUCATIVA EL COSMOPOLITA JUAN MONTALVO,
8470,,UNIDAD EDUCATIVA EL DESPERTAR,
8471,,UNIDAD EDUCATIVA EL LIMON,
8472,,UNIDAD EDUCATIVA EL ORO,
8473,,UNIDAD EDUCATIVA EL PAN,
8474,,UNIDAD EDUCATIVA EL PLAYON,
8475,,UNIDAD EDUCATIVA EL TAMBO,
8476,,UNIDAD EDUCATIVA ELIAS CEDEÑO JERVES,
8477,,UNIDAD EDUCATIVA ELOY ALFARO,
8478,,UNIDAD EDUCATIVA EMANUEL,
8479,,UNIDAD EDUCATIVA EMILIANO ORTEGA ESPINOZA,
8480,,UNIDAD EDUCATIVA ENRIQUE AUGUSTO CASTRO AGUILAR,
8481,,UNIDAD EDUCATIVA ENRIQUE SUAREZ PIMENTEL,
8482,,UNIDAD EDUCATIVA ERNESTO ALBAN MOSQUERA,
8483,,UNIDAD EDUCATIVA ESPAÑOL,
8484,,UNIDAD EDUCATIVA ESPECIAL FE Y ALEGRIA,
8485,,UNIDAD EDUCATIVA ESPECIAL FISCOMISIONAL LUIS ALBERTO LUNA TOBAR,
8486,,UNIDAD EDUCATIVA ESPECIALIZADA MANUEL BENJAMIN PESANTE VALAREZO,
8487,,UNIDAD EDUCATIVA ESPECIALIZADA PUYO,
8488,,UNIDAD EDUCATIVA ESTERO SALADO,
8489,,UNIDAD EDUCATIVA EUGENIO ESPEJO,
8490,,UNIDAD EDUCATIVA EXPERIMENTAL ELOY ALFARO,
8491,,UNIDAD EDUCATIVA EXPERIMENTAL MANUELA CAIZARES,
8492,,UNIDAD EDUCATIVA EXPERIMENTAL SANTO DOMINGO DE GUZMAN,
8493,,UNIDAD EDUCATIVA EZEQUIEL CARDENAS ESPINOZA,
8494,,UNIDAD EDUCATIVA FE Y ALEGRIA,
8495,,UNIDAD EDUCATIVA FEBRES CORDERO,
8496,,UNIDAD EDUCATIVA FEDERACION DEPORTIVA DE COTOPAXI,
8497,,UNIDAD EDUCATIVA FEDERICO GONZALEZ SUAREZ,
8498,,UNIDAD EDUCATIVA FERNANDEZ SALVADOR VILLAVICENCIO PONCE,
8499,,UNIDAD EDUCATIVA FERNANDO SUAREZ PALACIOS,
8500,,UNIDAD EDUCATIVA FILOMENA ROJAS OCAMPO,
8501,,UNIDAD EDUCATIVA FISCAL 10 DE AGOSTO,
8502,,UNIDAD EDUCATIVA FISCAL 24 DE JULIO,
8503,,UNIDAD EDUCATIVA FISCAL ABDON CALDERON,
8504,,UNIDAD EDUCATIVA FISCAL ALEJO LASCANO,
8505,,UNIDAD EDUCATIVA FISCAL ANDRES F. CORDOVA,
8506,,UNIDAD EDUCATIVA FISCAL ANGEL NOGUERA VILLAREAL,
8507,,UNIDAD EDUCATIVA FISCAL AZUAY,
8508,,UNIDAD EDUCATIVA FISCAL BICENTENARIO D7 VESPERTINO,
8509,,UNIDAD EDUCATIVA FISCAL CESAR BORJA LAVAYEN,
8510,,UNIDAD EDUCATIVA FISCAL DR. ALFREDO PAREJA DIEZCANSECO,
8511,,UNIDAD EDUCATIVA FISCAL EL DESCANSO DE LOS ROMEROS,
8512,,UNIDAD EDUCATIVA FISCAL GRAL. PEDRO J. MONTERO,
8513,,UNIDAD EDUCATIVA FISCAL HIDEYO NOGUCHI,
8514,,UNIDAD EDUCATIVA FISCAL LA INDEPENDENCIA,
8515,,UNIDAD EDUCATIVA FISCAL LUCIA DONOSO DAMMER,
8516,,UNIDAD EDUCATIVA FISCAL LUIS PAUTA RODRIGUEZ,
8517,,UNIDAD EDUCATIVA FISCAL MARISCAL SUCRE,
8518,,UNIDAD EDUCATIVA FISCAL MIGUEL DONOSO PAREJA,
8519,,UNIDAD EDUCATIVA FISCAL MONSERRATE ALAVA DE GONZALEZ,
8520,,UNIDAD EDUCATIVA FISCAL PAJAN,
8521,,UNIDAD EDUCATIVA FISCAL RIO AMAZONAS,
8522,,UNIDAD EDUCATIVA FISCAL RIO PUCA,
8523,,UNIDAD EDUCATIVA FISCAL SAN FRANCISCO DE QUITO,
8524,,UNIDAD EDUCATIVA FISCAL SAN ISIDRO,
8525,,UNIDAD EDUCATIVA FISCAL SIGLO XXI LAS MERCEDES,
8526,,UNIDAD EDUCATIVA FISCAL TCRN. LAURO GUERRERO,
8527,,UNIDAD EDUCATIVA FISCOMICIONAL CORAZON DE MARIA,
8528,,UNIDAD EDUCATIVA FISCOMISINAL SANTA JUANA DE ARCO LA SALLE,
8529,,UNIDAD EDUCATIVA FISCOMISIONAL ´´MARIA INMACULADA´´,
8530,,UNIDAD EDUCATIVA FISCOMISIONAL A DISTANCIA DE LOJA HNO ANGEL PASTRANA CORRAL,
8531,,UNIDAD EDUCATIVA FISCOMISIONAL AGUSTIN CRESPO HEREDIA,
8532,,UNIDAD EDUCATIVA FISCOMISIONAL BERNABE DE LA LARRAUL,
8533,,UNIDAD EDUCATIVA FISCOMISIONAL CALASANZ,
8534,,UNIDAD EDUCATIVA FISCOMISIONAL CRISTO REDENTOR,
8535,,UNIDAD EDUCATIVA FISCOMISIONAL DOMINGO CELI,
8536,,UNIDAD EDUCATIVA FISCOMISIONAL DON BOSCO,
8537,,UNIDAD EDUCATIVA FISCOMISIONAL ECUADOR AMAZONICO,
8538,,UNIDAD EDUCATIVA FISCOMISIONAL ELENA ENRIQUEZ,
8539,,UNIDAD EDUCATIVA FISCOMISIONAL ELENA ENRIQUEZ MADRES OBLATAS,
8540,,UNIDAD EDUCATIVA FISCOMISIONAL ESTRELLA DEL MAR,
8541,,UNIDAD EDUCATIVA FISCOMISIONAL FE Y ALEGRIA LAS CUMBRES PORTOVIEJO,
8542,,UNIDAD EDUCATIVA FISCOMISIONAL GLEND SIDE FE Y ALEGRIA,
8543,,UNIDAD EDUCATIVA FISCOMISIONAL GRAN COLOMBIA,
8544,,UNIDAD EDUCATIVA FISCOMISIONAL HERMANO MIGUEL,
8545,,UNIDAD EDUCATIVA FISCOMISIONAL HERMANO MIGUEL LA SALLE,
8546,,UNIDAD EDUCATIVA FISCOMISIONAL JOSE MARIA VELAZ,
8547,,UNIDAD EDUCATIVA FISCOMISIONAL JUAN BAUTISTA MONTINI,
8548,,UNIDAD EDUCATIVA FISCOMISIONAL JUAN PABLO II,
8549,,UNIDAD EDUCATIVA FISCOMISIONAL JUAN STIEHLE,
8550,,UNIDAD EDUCATIVA FISCOMISIONAL JUAN XXIII,
8551,,UNIDAD EDUCATIVA FISCOMISIONAL JULIO MARIA MATOVELLE,
8552,,UNIDAD EDUCATIVA FISCOMISIONAL LA DOLOROSA,
8553,,UNIDAD EDUCATIVA FISCOMISIONAL LA INMACULADA,
8554,,UNIDAD EDUCATIVA FISCOMISIONAL LEON RUALES,
8555,,UNIDAD EDUCATIVA FISCOMISIONAL MARIA AUXILIADORA,
8556,,UNIDAD EDUCATIVA FISCOMISIONAL MARIA DE NAZARET,
8557,,UNIDAD EDUCATIVA FISCOMISIONAL MARIA MAZZARRELLO,
8558,,UNIDAD EDUCATIVA FISCOMISIONAL MARIANA DE JESUS HNAS. OBLATAS,
8559,,UNIDAD EDUCATIVA FISCOMISIONAL MARISTA CATACOCHA,
8560,,UNIDAD EDUCATIVA FISCOMISIONAL MARISTA DE MACARA,
8561,,UNIDAD EDUCATIVA FISCOMISIONAL MERCEDES CASTRO,
8562,,UNIDAD EDUCATIVA FISCOMISIONAL MONS. ALBERTO ZAMBRANO PALACIOS.,
8563,,UNIDAD EDUCATIVA FISCOMISIONAL MONS. OSCAR A. ROMERO,
8564,,UNIDAD EDUCATIVA FISCOMISIONAL MONSEÑOR LEONIDAS PROAÑO PCEI,
8565,,UNIDAD EDUCATIVA FISCOMISIONAL MONSEÑOR MAXIMILIANO SPILLER,
8566,,UNIDAD EDUCATIVA FISCOMISIONAL NUESTRA SEÑORA DE FATIMA,
8567,,UNIDAD EDUCATIVA FISCOMISIONAL NUESTRA SEÑORA DEL ROSARIO,
8568,,UNIDAD EDUCATIVA FISCOMISIONAL PACIFICO CEMBRANOS,
8569,,UNIDAD EDUCATIVA FISCOMISIONAL PADRE JORGE ABIATAR QUEVEDO FIGUEROA,
8570,,UNIDAD EDUCATIVA FISCOMISIONAL PADRE MARTIN FERNANDEZ,
8571,,UNIDAD EDUCATIVA FISCOMISIONAL PADRE MIGUEL GAMBOA,
8572,,UNIDAD EDUCATIVA FISCOMISIONAL PIERRE TEILHARD DE CHARDIN,
8573,,UNIDAD EDUCATIVA FISCOMISIONAL PROFESOR POLIVIO SAQUICELA,
8574,,UNIDAD EDUCATIVA FISCOMISIONAL PURISIMA DE MACAS,
8575,,UNIDAD EDUCATIVA FISCOMISIONAL RIO SANTIAGO,
8576,,UNIDAD EDUCATIVA FISCOMISIONAL RIO UPANO,
8577,,UNIDAD EDUCATIVA FISCOMISIONAL ROSA HERLINDA GARCIA DE GARCIA,
8578,,UNIDAD EDUCATIVA FISCOMISIONAL SAGRADO CORAZON,
8579,,UNIDAD EDUCATIVA FISCOMISIONAL SAGRADO CORAZON DE JESUS TULCAN,
8580,,UNIDAD EDUCATIVA FISCOMISIONAL SAGRADO CORAZON DE JESUSHERMANAS BETHLEMITAS -TULCAN,
8581,,UNIDAD EDUCATIVA FISCOMISIONAL SALESIANA DOMINGO COMIN,
8582,,UNIDAD EDUCATIVA FISCOMISIONAL SALESIANA SANCHEZ Y CIFUENTES,
8583,,UNIDAD EDUCATIVA FISCOMISIONAL SAN ANTONIO DE PADUA,
8584,,UNIDAD EDUCATIVA FISCOMISIONAL SAN FRANCISCO,
8585,,UNIDAD EDUCATIVA FISCOMISIONAL SAN FRANCISCO DE ASIS,
8586,,UNIDAD EDUCATIVA FISCOMISIONAL SAN IGNACIO DE LOYOLA,
8587,,UNIDAD EDUCATIVA FISCOMISIONAL SAN JOSE,
8588,,UNIDAD EDUCATIVA FISCOMISIONAL SAN JOSE LA SALLE,
8589,,UNIDAD EDUCATIVA FISCOMISIONAL SAN JUAN EVANGELISTA,
8590,,UNIDAD EDUCATIVA FISCOMISIONAL SAN MIGUEL,
8591,,UNIDAD EDUCATIVA FISCOMISIONAL SAN PEDRO PASCUAL IBARRA.,
8592,,UNIDAD EDUCATIVA FISCOMISIONAL SAN ROQUE,
8593,,UNIDAD EDUCATIVA FISCOMISIONAL SAN VICENTE DE PAUL,
8594,,UNIDAD EDUCATIVA FISCOMISIONAL SANTA CATALINA LABOURE,
8595,,UNIDAD EDUCATIVA FISCOMISIONAL SANTA CLARA DE ASIS,
8596,,UNIDAD EDUCATIVA FISCOMISIONAL SANTA MARIA DEL FIAT,
8597,,UNIDAD EDUCATIVA FISCOMISIONAL SANTA MARIANA DE JESUS,
8598,,UNIDAD EDUCATIVA FISCOMISIONAL SANTA MARIANA DE JESUS - MARTINEZ BARBA,
8599,,UNIDAD EDUCATIVA FISCOMISIONAL SANTA ROSA DE LIMA,
8600,,UNIDAD EDUCATIVA FISCOMISIONAL SANTA TERESITA,
8601,,UNIDAD EDUCATIVA FISCOMISIONAL SANTIAGO FERNANDEZ GARCIA,
8602,,UNIDAD EDUCATIVA FISCOMISIONAL SANTO TOMAS APOSTO RIOBAMBA,
8603,,UNIDAD EDUCATIVA FISCOMISIONAL SEMIPRESENCIAL DEL AZUAY CENTRO DE APOYO TUTORIAL PUCARA,
8604,,UNIDAD EDUCATIVA FISCOMISIONAL TECNICO ECUADOR,
8605,,UNIDAD EDUCATIVA FISCOMISIONAL VICENTE ANDA AGUIRRE,
8606,,UNIDAD EDUCATIVA FISCOMISIONAL VIRGEN DEL CONSUELO,
8607,,UNIDAD EDUCATIVA FISCOMISIONALSAN DANIEL COMBONI,
8608,,UNIDAD EDUCATIVA FLAVIO ALFARO Nº 52,
8609,,UNIDAD EDUCATIVA FRANCISCA DE LAS LLAGAS,
8610,,UNIDAD EDUCATIVA FRANCISCANA LA INMACULADA,
8611,,UNIDAD EDUCATIVA FRANCISCANA SAN ANDRES (CENTRO),
8612,,UNIDAD EDUCATIVA FRANCISCO DE ORELLANA,
8613,,UNIDAD EDUCATIVA FRANCISCO EUGENIO TAMARIZ,
8614,,UNIDAD EDUCATIVA GABRIELA MERO QUIJIJE,
8615,,UNIDAD EDUCATIVA GABRIELA MISTRAL,
8616,,UNIDAD EDUCATIVA GABRIELA MISTRAL N°1,
8617,,UNIDAD EDUCATIVA GALO PLAZA LASSO,
8618,,UNIDAD EDUCATIVA GARCIA,
8619,,UNIDAD EDUCATIVA GENERAL ELOY ALFARO,
8620,,UNIDAD EDUCATIVA GENERAL JULIO ANDRADE,
8621,,UNIDAD EDUCATIVA GENERAL MEDARDO ALFARO,
8622,,UNIDAD EDUCATIVA GEORGE MASON,
8623,,UNIDAD EDUCATIVA GLENN DOMAN,
8624,,UNIDAD EDUCATIVA GLENN DOMAN,
8625,,UNIDAD EDUCATIVA GLORIA GORELIK,
8626,,UNIDAD EDUCATIVA GOBIERNO AUTONOMO DESCENTRALIZADO DE LORETO,
8627,,UNIDAD EDUCATIVA GONZANAMA,
8628,,UNIDAD EDUCATIVA GRANCOLOMBIANO,
8629,,UNIDAD EDUCATIVA GUACHALA MITAD DEL MUNDO,
8630,,UNIDAD EDUCATIVA GUALACEO,
8631,,UNIDAD EDUCATIVA GUAPAN,
8632,,UNIDAD EDUCATIVA GUARDIANES DE LOS SAVEREZ LUZ Y VIDA,
8633,,UNIDAD EDUCATIVA GUILLERMO KADLE,
8634,,UNIDAD EDUCATIVA GUILLERMO MALDONADO VALENCIA,
8635,,UNIDAD EDUCATIVA GUILLERMO MENSI,
8636,,UNIDAD EDUCATIVA HERLINDA TORAL,
8637,,UNIDAD EDUCATIVA HERMANO MIGUEL LA SALLE,
8638,,UNIDAD EDUCATIVA HERNAN MALO GONZALEZ,
8639,,UNIDAD EDUCATIVA HEROES DE TIWINTZA,
8640,,UNIDAD EDUCATIVA HIPOLITO AMADOR LOAIZA DAVILA,
8641,,UNIDAD EDUCATIVA HORTENSIA VAZQUEZ SALVADOR,
8642,,UNIDAD EDUCATIVA HUERTAS,
8643,,UNIDAD EDUCATIVA IBRAILA WONSANG DE ASAN,
8644,,UNIDAD EDUCATIVA IMACULADA,
8645,,UNIDAD EDUCATIVA IMANTAG,
8646,,UNIDAD EDUCATIVA INDOAMERICA,
8647,,UNIDAD EDUCATIVA INES MARIA BALDA,
8648,,UNIDAD EDUCATIVA ING. JUAN SUAREZ CHACON,
8649,,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE DOLORES CUACUANGO,
8650,,UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE DON BOSCO,
8651,,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE GUARDIANA DE LA LENGUA TUPAK YUPANKI,
8652,,UNIDAD EDUCATIVA INTERCULTURAL BILINGÜE LUIS FELIPE WAJAREI,
8653,,UNIDAD EDUCATIVA INTERCULTURAL BILINGUE PACHAYACHACHIK,
8654,,UNIDAD EDUCATIVA INTERNACIONAL PENSIONADO ATAHUALPA,
8655,,UNIDAD EDUCATIVA ISAAC ACOSTA CALDERON,
8656,,UNIDAD EDUCATIVA ISAAC JESUS BARRERA,
8657,,UNIDAD EDUCATIVA ISABEL MOSCOSO DAVILA,
8658,,UNIDAD EDUCATIVA ISRAEL,
8659,,UNIDAD EDUCATIVA JACARANDA,
8660,,UNIDAD EDUCATIVA JACINTO COLLAHUAZO,
8661,,UNIDAD EDUCATIVA JADAN,
8662,,UNIDAD EDUCATIVA JAIME DEL HIERRO,
8663,,UNIDAD EDUCATIVA JAIME ROLDOS AGUILERA,
8664,,UNIDAD EDUCATIVA JAIME RUPERTO YEROVI NAJERA,
8665,,UNIDAD EDUCATIVA JAMA,
8666,,UNIDAD EDUCATIVA JAN KOMENSKY,
8667,,UNIDAD EDUCATIVA JAVIER,
8668,,UNIDAD EDUCATIVA JAVIER COMPAÑIA DE JESUS,
8669,,UNIDAD EDUCATIVA JEAN PIAGET,
8670,,UNIDAD EDUCATIVA JESSS,
8671,,UNIDAD EDUCATIVA JIMA,
8672,,UNIDAD EDUCATIVA JOAQUIN FERNANDEZ CORDOVA,
8673,,UNIDAD EDUCATIVA JOAQUIN FERNANDEZ DE CORDOVA,
8674,,UNIDAD EDUCATIVA JOHN F. KENNEDY,
8675,,UNIDAD EDUCATIVA JOSE ABEL CASTILLO - DAULE,
8676,,UNIDAD EDUCATIVA JOSE ANGEL PALACIO,
8677,,UNIDAD EDUCATIVA JOSE ANSELMO GARCIA CAJAMARCA,
8678,,UNIDAD EDUCATIVA JOSE GABRIEL PINO Y ROCA,
8679,,UNIDAD EDUCATIVA JOSE JOAQUIN DE OLMEDO,
8680,,UNIDAD EDUCATIVA JOSE JULIAN ANDRADE,
8681,,UNIDAD EDUCATIVA JOSE MARIA RIOFRIO,
8682,,UNIDAD EDUCATIVA JOSE MARIA VELASCO IBARRA,
8683,,UNIDAD EDUCATIVA JOSE MARTI,
8684,,UNIDAD EDUCATIVA JOSE MEJIA DEL VALLE,
8685,,UNIDAD EDUCATIVA JOSE MIGUEL LEORO VASQUEZ,
8686,,UNIDAD EDUCATIVA JOSE PELAEZ,
8687,,UNIDAD EDUCATIVA JOSE PERALTA,
8688,,UNIDAD EDUCATIVA JOSEPH JHON THOMSON,
8689,,UNIDAD EDUCATIVA JUAN ABEL ECHEVERRIA,
8690,,UNIDAD EDUCATIVA JUAN DE SALINAS,
8691,,UNIDAD EDUCATIVA JUAN MONTALVO,
8692,,UNIDAD EDUCATIVA JUAN PABLO II,
8693,,UNIDAD EDUCATIVA JUAN PABLO II FE Y ALEGRIA,
8694,,UNIDAD EDUCATIVA JUAN PIO MONTUFAR,
8695,,UNIDAD EDUCATIVA JUAN SALINAS,
8696,,UNIDAD EDUCATIVA JULIO ENRIQUE FERNANDEZ,
8697,,UNIDAD EDUCATIVA JULIO ERNESTO CELI,
8698,,UNIDAD EDUCATIVA JULIO ISAAC ESPINOSA OCHOA,
8699,,UNIDAD EDUCATIVA JULIO MARIA MATOVELLE,
8700,,UNIDAD EDUCATIVA JULIO MORENO ESPINOSA,
8701,,UNIDAD EDUCATIVA KERLLY ANNABEL TORRES CEDEÑO,
8702,,UNIDAD EDUCATIVA LA CONCORDIA,
8703,,UNIDAD EDUCATIVA LA INMACULADA,
8704,,UNIDAD EDUCATIVA LA MANA,
8705,,UNIDAD EDUCATIVA LA PAZ,
8706,,UNIDAD EDUCATIVA LA PRESENTACION,
8707,,UNIDAD EDUCATIVA LA PROVIDENCIA,
8708,,UNIDAD EDUCATIVA LA SALLE RIOBAMBA,
8709,,UNIDAD EDUCATIVA LAS DELICIAS,
8710,,UNIDAD EDUCATIVA LAS PALMAS,
8711,,UNIDAD EDUCATIVA LATACUNGA,
8712,,UNIDAD EDUCATIVA LAURO DAMERVAL AYORA,
8713,,UNIDAD EDUCATIVA LAURO GUERRERO BECERRA,
8714,,UNIDAD EDUCATIVA LEMAS UNILEMAS,
8715,,UNIDAD EDUCATIVA LENIN SCHOOL Y ESCUELA DIRIGENTES DEL MUNDO FUTURO,
8716,,UNIDAD EDUCATIVA LEONARDO MURIALDO.,
8717,,UNIDAD EDUCATIVA LEONCIO CORDERO JARAMILLO,
8718,,UNIDAD EDUCATIVA LIC. MANUEL VITERI CAMACHO,
8719,,UNIDAD EDUCATIVA LICEO CHIMBORAZO,
8720,,UNIDAD EDUCATIVA LICEO CRISTIANO DE GUAYAQUIL,
8721,,UNIDAD EDUCATIVA LICEO DE LOJA,
8722,,UNIDAD EDUCATIVA LICEO GRANCOLOMBIANO,
8723,,UNIDAD EDUCATIVA LICEO OXFORD,
8724,,UNIDAD EDUCATIVA LICEO POLICIAL,
8725,,UNIDAD EDUCATIVA LLANO CHICO,
8726,,UNIDAD EDUCATIVA LOS ANDES,
8727,,UNIDAD EDUCATIVA LOS GUAYACANES,
8728,,UNIDAD EDUCATIVA LOS ILINIZAS,
8729,,UNIDAD EDUCATIVA LOUIS V.DE BROGLIE,
8730,,UNIDAD EDUCATIVA LOUIS VICTOR DE BROGLIE,
8731,,UNIDAD EDUCATIVA LUCIANO ANDRADE MARIN,
8732,,UNIDAD EDUCATIVA LUIS ANGEL TINOCO GALLARDO,
8733,,UNIDAD EDUCATIVA LUIS AUGUSTO MENDOZA MOREIRA,
8734,,UNIDAD EDUCATIVA LUIS CORDERO,
8735,,UNIDAD EDUCATIVA LUIS ENRIQUE CORDOVA,
8736,,UNIDAD EDUCATIVA LUIS FELIPE BORJA DEL ALCAZAR,
8737,,UNIDAD EDUCATIVA LUIS LEORO FRANCO,
8738,,UNIDAD EDUCATIVA LUIS TUFIÑO.,
8739,,UNIDAD EDUCATIVA LUIS VARGAS TORRES,
8740,,UNIDAD EDUCATIVA LUXEMBURGO,
8741,,UNIDAD EDUCATIVA LUZ Y LIBERTAD,
8742,,UNIDAD EDUCATIVA MADRE LAURA,
8743,,UNIDAD EDUCATIVA MADRID,
8744,,UNIDAD EDUCATIVA MALCHINGUI,
8745,,UNIDAD EDUCATIVA MANTA,
8746,,UNIDAD EDUCATIVA MANUEL ABAD,
8747,,UNIDAD EDUCATIVA MANUEL ALVAREZ MENDEZ,
8748,,UNIDAD EDUCATIVA MANUEL EGAS CABEZAS,
8749,,UNIDAD EDUCATIVA MANUEL IGNACIO MONTEROS,
8750,,UNIDAD EDUCATIVA MANUEL IGNACIO MONTEROS VALDIVIESO,
8751,,UNIDAD EDUCATIVA MANUEL MARIA VELASCO,
8752,,UNIDAD EDUCATIVA MANUELA CAÑIZARES,
8753,,UNIDAD EDUCATIVA MARCO SALAS YEPEZ,
8754,,UNIDAD EDUCATIVA MARIA ANGELICA IDROBO,
8755,,UNIDAD EDUCATIVA MARÌA AUXILIADORA,
8756,,UNIDAD EDUCATIVA MARIA MONTESSORI,
8757,,UNIDAD EDUCATIVA MARIANO AGUILERA,
8758,,UNIDAD EDUCATIVA MARIANO SUAREZ VEINTIMILLA,
8759,,UNIDAD EDUCATIVA MARIETA DE VEINTIMILLA,
8760,,UNIDAD EDUCATIVA MARIO OÑA PERDOMO,
8761,,UNIDAD EDUCATIVA MARISCAL SUCRE,
8762,,UNIDAD EDUCATIVA MARISTA PIERA GRAZIA BRUCCOLERI,
8763,,UNIDAD EDUCATIVA MARQUES DE LA FAYETTE,
8764,,UNIDAD EDUCATIVA MATOVELLE,
8765,,UNIDAD EDUCATIVA MAURICE RAVEL,
8766,,UNIDAD EDUCATIVA MAYOR GALO MOLINA,
8767,,UNIDAD EDUCATIVA MERCEDES CASTRO,
8768,,UNIDAD EDUCATIVA MIGUEL ANGEL CORRAL,
8769,,UNIDAD EDUCATIVA MIGUEL DE CERVANTES SAAVEDRA,
8770,,UNIDAD EDUCATIVA MIGUEL DEL HIERRO,
8771,,UNIDAD EDUCATIVA MIGUEL MALO GONZALES,
8772,,UNIDAD EDUCATIVA MILENIO CELICA,
8773,,UNIDAD EDUCATIVA MILENIO SAYAUSI,
8774,,UNIDAD EDUCATIVA MONS. ALBERTO ZAMBRANO PALACIOS,
8775,,UNIDAD EDUCATIVA MONSEÑOR ALBERTO ZAMBRANO PALACIOS,
8776,,UNIDAD EDUCATIVA MONSEÑOR JUAN WIESNETH,
8777,,UNIDAD EDUCATIVA MULALO,
8778,,UNIDAD EDUCATIVA MULTITUD,
8779,,UNIDAD EDUCATIVA MUNICIPAL ALFREDO ALBUJA GALINDO.,
8780,,UNIDAD EDUCATIVA MUNICIPAL ANTONIO JOSE DE SUCRE,
8781,,UNIDAD EDUCATIVA MUNICIPAL DEL MILENIO BICENTENARIO,
8782,,UNIDAD EDUCATIVA MUNICIPAL EUGENIO ESPEJO,
8783,,UNIDAD EDUCATIVA MUNICIPAL HEROES DEL CENEPA,
8784,,UNIDAD EDUCATIVA MUNICIPAL HUMBERTO MATA MARTINEZ,
8785,,UNIDAD EDUCATIVA MUNICIPAL OSWALDO LOMBEYDA,
8786,,UNIDAD EDUCATIVA MUNICIPAL QUITUMBE,
8787,,UNIDAD EDUCATIVA MUNICIPAL QUITUMBE Y CENTRO DE AYUDA PSICOLOGICA DE DROGODEPENDENCIA,
8788,,UNIDAD EDUCATIVA MUSHULLACTA,
